Updated On,State,Total Doses Administered,Sessions,Sites,First Dose Administered,Second Dose Administered,Male (Doses Administered),Female (Doses Administered),Transgender (Doses Administered),Covaxin (Doses Administered),CoviShield (Doses Administered),Sputnik V (Doses Administered),AEFI,18-44 Years (Doses Administered),45-60 Years (Doses Administered),60+ Years (Doses Administered),18-44 Years (Individuals Vaccinated),45-60 Years (Individuals Vaccinated),60+ Years (Individuals Vaccinated),Male (Individuals Vaccinated),Female (Individuals Vaccinated),Transgender (Individuals Vaccinated)
29/08/2021,Uttar Pradesh,70480959,113040,206,59147744,11333215,39105064,31349339,26556,8436151,62020105,24703,1633,37454664,20487712,12538583,,,,,,
30/08/2021,Uttar Pradesh,71516791,3736970,5218,60035486,11481305,39660779,31828893,27119,8531139,62960757,24895,1633,38172338,20701285,12643168,,,,,,
31/08/2021,Uttar Pradesh,73132106,4886860,7257,61430194,11701912,40472703,32631457,27946,8694479,64412581,25046,1644,39264863,21049994,12817249,,,,,,
01/09/2021,Uttar Pradesh,74154285,3648080,4634,62275191,11879094,40994808,33130926,28551,8791796,65337298,25191,1644,39971747,21263368,12919170,,,,,,
02/09/2021,Uttar Pradesh,75802660,5199624,7400,63675379,12127281,41825492,33947755,29413,8896249,66881002,25409,1648,41092633,21617654,13092373,,,,,,
03/09/2021,Uttar Pradesh,76987972,4320279,5893,64646991,12340981,42427468,34530418,30086,8992973,67969056,25943,1648,41904572,21870210,13213190,,,,,,
04/09/2021,Uttar Pradesh,77507275,2156646,3692,64754626,12752649,42717067,34759879,30329,9050755,68429700,26820,1651,42220121,22006017,13281137,,,,,,
05/09/2021,Uttar Pradesh,77534008,182156,290,64767336,12766672,42731089,34772577,30342,9053674,68452936,27398,1655,42238593,22011249,13284166,,,,,,
06/09/2021,Uttar Pradesh,80840083,12131477,13521,67639929,13200154,44322980,36484975,32128,9528453,71283524,28106,1660,44443089,22736338,13660656,,,,,,
07/09/2021,Uttar Pradesh,82469560,5432895,7330,68992714,13476846,45131249,37305409,32902,9643754,72797127,28679,1665,45540559,23090482,13838519,,,,,,
08/09/2021,Uttar Pradesh,83479381,4003158,5162,69810486,13668895,45644535,37801373,33473,9699752,73750472,29157,1672,46228888,23306725,13943768,,,,,,
09/09/2021,Uttar Pradesh,84714740,4901633,6638,70821428,13893312,46289257,38391359,34124,9754321,74930752,29667,1672,47062827,23576257,14075656,,,,,,
10/09/2021,Uttar Pradesh,86230062,5576168,7671,72061918,14168144,47037804,39157217,35041,9848273,76351563,30226,1676,48080510,23906358,14243194,,,,,,
11/09/2021,Uttar Pradesh,86883220,2587624,4312,72238841,14644379,47393338,39454512,35370,9932509,76919724,30987,1686,48482839,24074006,14326375,,,,,,
12/09/2021,Uttar Pradesh,86917224,167429,335,72257363,14659861,47410149,39471692,35383,9936147,76949766,31311,0,48504808,24081680,14330736,,,,,,
13/09/2021,Uttar Pradesh,88630182,6183749,8365,73661434,14968748,48244265,40349633,36284,10039382,78559133,31667,1691,49653764,24454132,14522286,,,,,,
14/09/2021,Uttar Pradesh,89766746,4905291,6483,74531443,15235303,48806978,40922869,36899,10136876,79597840,32030,1697,50426391,24698421,14641934,,,,,,
15/09/2021,Uttar Pradesh,90176693,2751695,3398,74811144,15365549,49021280,41118275,37138,10196391,79947967,32335,1697,50715283,24782083,14679327,,,,,,
16/09/2021,Uttar Pradesh,90623112,3180163,4063,75108573,15514539,49263680,41322030,37402,10284166,80306285,32661,1698,51033298,24871186,14718628,,,,,,
17/09/2021,Uttar Pradesh,93759215,12208774,13396,77371492,16387723,50828542,42891858,38815,10775891,82950040,33284,1700,53131299,25564987,15062929,,,,,,
18/09/2021,Uttar Pradesh,94151721,2917938,4113,77508147,16643574,51034941,43077806,38974,10836969,83281157,33595,1711,53387694,25657700,15106327,,,,,,
19/09/2021,Uttar Pradesh,94200923,809861,632,77539164,16661759,51060145,43101794,38984,10843495,83323560,33868,1720,53421706,25667654,15111563,,,,,,
20/09/2021,Uttar Pradesh,95808234,8222058,8170,78726529,17081705,51845587,43922809,39838,11007643,84766479,34112,1722,54515341,26010540,15282353,,,,,,
21/09/2021,Uttar Pradesh,96826491,4636315,5916,79438174,17388317,52350662,44435447,40382,11125921,85666197,34373,1730,55213248,26225246,15387997,,,,,,
22/09/2021,Uttar Pradesh,97603201,4066220,4696,79969437,17633764,52744182,44818189,40830,11212263,86356402,34536,1730,55751902,26385818,15465481,,,,,,
23/09/2021,Uttar Pradesh,98879112,5779879,7544,80881956,17997156,53364585,45473087,41440,11376384,87467994,34734,1747,56609146,26662852,15607114,,,,,,
24/09/2021,Uttar Pradesh,99714493,4670950,5856,81450439,18264054,53788983,45883646,41864,11520441,88158922,35130,1754,57183854,26838761,15691878,,,,,,
25/09/2021,Uttar Pradesh,100288621,3172173,4333,81601801,18686820,54104040,46142417,42164,11614295,88638508,35818,1762,57572022,26967065,15749534,,,,,,
26/09/2021,Uttar Pradesh,100309580,210248,350,81608293,18701287,54115189,46152220,42171,11617333,88655850,36397,1765,57585375,26971543,15752662,,,,,,
27/09/2021,Uttar Pradesh,103913004,16463866,16415,84253017,19659987,55843613,48025440,43951,11903332,91972715,36957,1771,59971707,27766089,16175208,,,,,,
28/09/2021,Uttar Pradesh,105213052,5911861,7351,85112477,20100575,56491604,48676874,44574,12015275,93160274,37503,1774,60829441,28051400,16332211,,,,,,
29/09/2021,Uttar Pradesh,105944494,4576032,5553,85573046,20371448,56871333,49028250,44911,12086192,93820320,37982,1780,61332802,28202977,16408715,,,,,,
30/09/2021,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,
01/10/2021,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,
02/10/2021,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,
03/10/2021,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,
04/10/2021,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,
05/10/2021,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,
06/10/2021,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,
07/10/2021,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,
08/10/2021,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,
09/10/2021,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,
10/10/2021,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,
11/10/2021,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,
12/10/2021,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,
13/10/2021,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,
14/10/2021,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,
15/10/2021,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,
16/10/2021,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,
17/10/2021,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,
18/10/2021,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,
19/10/2021,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,
20/10/2021,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,
21/10/2021,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,
22/10/2021,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,
23/10/2021,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,
24/10/2021,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,
25/10/2021,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,
26/10/2021,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,
27/10/2021,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,
28/10/2021,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,
29/10/2021,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,
30/10/2021,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,
31/10/2021,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,
16/01/2021,Uttarakhand,511,37,33,511,0,,,,0,511,,,,,,,,,294,217,0
17/01/2021,Uttarakhand,556,108,42,556,0,,,,0,556,,,,,,,,,321,235,0
18/01/2021,Uttarakhand,517,174,47,517,0,,,,0,517,,,,,,,,,296,221,0
19/01/2021,Uttarakhand,1141,197,48,1141,0,,,,0,1141,,,,,,,,,483,658,0
20/01/2021,Uttarakhand,1141,257,55,1141,0,,,,0,1141,,,,,,,,,483,658,0
21/01/2021,Uttarakhand,1874,315,62,1874,0,,,,0,1874,,,,,,,,,772,1102,0
22/01/2021,Uttarakhand,3163,335,64,3163,0,,,,0,3163,,,,,,,,,1258,1905,0
23/01/2021,Uttarakhand,3238,387,82,3238,0,,,,0,3238,,,,,,,,,1292,1946,0
24/01/2021,Uttarakhand,3592,400,87,3592,0,,,,0,3592,,,,,,,,,1471,2121,0
25/01/2021,Uttarakhand,7969,419,96,7969,0,,,,0,7969,,,,,,,,,2987,4982,0
26/01/2021,Uttarakhand,8052,450,96,8052,0,,,,0,8052,,,,,,,,,3002,5050,0
27/01/2021,Uttarakhand,9374,514,103,9374,0,,,,0,9374,,,,,,,,,3496,5878,0
28/01/2021,Uttarakhand,14440,623,145,14440,0,,,,0,14440,,,,,,,,,5042,9398,0
29/01/2021,Uttarakhand,20864,671,154,20864,0,,,,0,20864,,,,,,,,,6967,13896,1
30/01/2021,Uttarakhand,23922,772,174,23922,0,,,,0,23922,,,,,,,,,8584,15337,1
31/01/2021,Uttarakhand,26517,891,204,26517,0,,,,0,26517,,,,,,,,,9976,16540,1
01/02/2021,Uttarakhand,32705,1021,236,32705,0,,,,0,32705,,,,,,,,,12311,20393,1
02/02/2021,Uttarakhand,39523,1239,272,39523,0,,,,0,39523,,,,,,,,,14393,25129,1
03/02/2021,Uttarakhand,50614,1389,280,50614,0,,,,0,50614,,,,,,,,,16797,33816,1
04/02/2021,Uttarakhand,59962,1544,288,59962,0,,,,0,59962,,,,,,,,,19232,40729,1
05/02/2021,Uttarakhand,66129,1658,288,66129,0,,,,0,66129,,,,,,,,,20796,45332,1
06/02/2021,Uttarakhand,70338,1758,294,70338,0,,,,0,70338,,,,,,,,,22101,48236,1
07/02/2021,Uttarakhand,71384,1868,320,71384,0,,,,0,71384,,,,,,,,,22393,48990,1
08/02/2021,Uttarakhand,76758,2015,338,76758,0,,,,8,76750,,,,,,,,,26945,49812,1
09/02/2021,Uttarakhand,83729,2183,358,83729,0,,,,39,83690,,,,,,,,,32994,50733,2
10/02/2021,Uttarakhand,89655,2340,370,89655,0,,,,40,89615,,,,,,,,,38119,51534,2
11/02/2021,Uttarakhand,97287,2509,403,97287,0,,,,40,97247,,,,,,,,,44601,52684,2
12/02/2021,Uttarakhand,104337,2624,406,104337,0,,,,40,104297,,,,,,,,,50736,53599,2
13/02/2021,Uttarakhand,110369,2715,408,109966,403,,,,42,109924,,,,,,,,,55537,54427,2
14/02/2021,Uttarakhand,111986,2807,408,111576,410,,,,42,111534,,,,,,,,,57024,54550,2
15/02/2021,Uttarakhand,119761,2948,409,118110,1651,,,,43,118067,,,,,,,,,62076,56032,2
16/02/2021,Uttarakhand,126204,3079,410,123162,3042,,,,43,123119,,,,,,,,,65686,57473,3
17/02/2021,Uttarakhand,131225,3191,411,127874,3351,,,,43,127831,,,,,,,,,69484,58387,3
18/02/2021,Uttarakhand,135708,3338,412,130669,5039,,,,60,130609,,,,,,,,,72454,58212,3
19/02/2021,Uttarakhand,143945,3487,412,136557,7388,,,,61,136496,,,,,,,,,75930,60624,3
20/02/2021,Uttarakhand,146541,3564,413,138252,8289,,,,69,138183,,,,,,,,,77286,60963,3
21/02/2021,Uttarakhand,146976,3644,413,138670,8306,,,,69,138601,,,,,,,,,77618,61049,3
22/02/2021,Uttarakhand,151842,3750,414,140932,10910,,,,84,140848,,,,,,,,,79464,61465,3
23/02/2021,Uttarakhand,155814,3872,414,143357,12457,,,,86,143271,,,,,,,,,81533,61821,3
24/02/2021,Uttarakhand,157621,4012,415,144911,12710,,,,88,144823,,,,,,,,,82691,62217,3
25/02/2021,Uttarakhand,161766,4170,416,146325,15441,,,,108,146217,,,,,,,,,83705,62617,3
26/02/2021,Uttarakhand,168602,4191,416,148098,20504,,,,108,147990,,,,,,,,,85113,62982,3
27/02/2021,Uttarakhand,168602,4191,416,148098,20504,,,,108,147990,,,,,,,,,85113,62982,3
28/02/2021,Uttarakhand,168604,4264,417,148100,20504,,,,108,147992,,,,,,,,,85115,62982,3
01/03/2021,Uttarakhand,168604,4490,417,148100,20504,,,,108,147992,,,,,,,,,85115,62982,3
02/03/2021,Uttarakhand,183073,4872,421,156016,27057,,,,112,155904,,,,,,,,,90340,65671,5
03/03/2021,Uttarakhand,194732,5368,433,161695,33037,,,,121,161574,,,,,,,,,93689,68000,6
04/03/2021,Uttarakhand,214010,5995,436,170995,43015,,,,146,170849,,,,,,,,,98872,72117,6
05/03/2021,Uttarakhand,231192,6765,446,180506,50686,,,,151,180355,,,,,,,,,104185,76314,7
06/03/2021,Uttarakhand,246725,7466,463,190962,55763,,,,153,190809,,,,,,,,,109723,81231,8
07/03/2021,Uttarakhand,247447,7869,467,191538,55909,,,,153,191385,,,,,,,,,110112,81418,8
08/03/2021,Uttarakhand,265744,8484,469,204252,61492,,,,160,204092,,,,,,,,,117313,86927,12
09/03/2021,Uttarakhand,228383,49790,255,161046,67337,,,,0,228358,,,,,,,,,131700,96667,16
10/03/2021,Uttarakhand,240790,38510,204,169248,71542,,,,0,240765,,,,,,,,,139108,101665,17
11/03/2021,Uttarakhand,242965,17850,102,170797,72168,,,,0,242940,,,,,,,,,140424,102524,17
12/03/2021,Uttarakhand,268380,68625,377,188021,80359,,,,0,268355,,,,,,,,,156251,112110,19
13/03/2021,Uttarakhand,284179,52400,280,198622,85557,,,,0,284154,,,,,,,,,166115,118043,21
14/03/2021,Uttarakhand,286192,16350,64,199855,86337,,,,0,286167,,,,,,,,,167500,118671,21
15/03/2021,Uttarakhand,312088,72140,376,219454,92634,,,,0,312063,,,,,,,,,182727,129339,22
16/03/2021,Uttarakhand,398546,80120,439,300292,98254,,,,0,398546,,236,,,,108420,86666,105080,168902,131362,28
17/03/2021,Uttarakhand,459272,62850,341,357365,101907,,,,0,459272,,237,,,,109421,91883,155928,199594,157732,39
18/03/2021,Uttarakhand,491749,87320,455,385031,106718,,,,0,491749,,237,,,,110941,94726,179230,213944,171044,43
19/03/2021,Uttarakhand,523715,92560,480,413175,110540,,,,0,523715,,239,,,,112640,97745,202655,228398,184729,48
20/03/2021,Uttarakhand,542470,65950,313,429295,113175,,,,0,542470,,241,,,,113870,99997,215288,236823,192423,49
21/03/2021,Uttarakhand,545854,15850,69,432481,113373,,,,0,545854,,242,,,,114177,100629,217531,238519,193912,50
22/03/2021,Uttarakhand,575163,90950,487,458968,116195,,,,0,575163,,243,,,,115105,103210,240508,251825,207091,52
23/03/2021,Uttarakhand,604131,93200,492,485452,118679,,,,0,604131,,246,,,,116178,106183,262939,265140,220258,54
24/03/2021,Uttarakhand,623127,70600,388,502979,120148,,,,0,623127,,246,,,,116836,108226,277763,274143,228778,58
25/03/2021,Uttarakhand,651083,97050,523,529381,121702,,,,0,651083,,247,,,,117672,111100,300454,287634,241684,63
26/03/2021,Uttarakhand,677407,96650,525,554351,123056,,,,0,677407,,249,,,,118479,113895,321815,300030,254258,63
27/03/2021,Uttarakhand,691740,61700,360,567912,123828,,,,355,691385,,249,,,,119145,115813,332791,306948,260900,64
28/03/2021,Uttarakhand,692153,17030,85,568301,123852,,,,355,691798,,249,,,,119171,115913,333054,307148,261089,64
29/03/2021,Uttarakhand,692153,17762,81,568301,123852,,,,355,691798,,249,,,,119171,115913,333054,307148,261089,64
30/03/2021,Uttarakhand,709629,74710,422,583674,125955,,,,355,709274,,249,,,,119811,118218,345478,315062,268546,66
31/03/2021,Uttarakhand,729248,79690,410,600464,128784,,,,355,728893,,249,,,,120637,120657,359002,323648,276749,67
01/04/2021,Uttarakhand,766976,116670,565,635483,131493,,,,407,766569,,249,,,,121523,141452,372336,340800,294615,68
02/04/2021,Uttarakhand,819787,104950,478,684342,135445,,,,407,819380,,250,,,,122857,173771,387541,364780,319487,75
03/04/2021,Uttarakhand,864109,94900,455,724528,139581,,,,407,863702,,254,,,,123971,200392,399992,384005,340446,77
04/04/2021,Uttarakhand,911431,83300,366,768440,142991,,,,407,911024,,256,,,,124753,231235,412279,405763,362588,89
05/04/2021,Uttarakhand,963846,145120,678,816359,147487,,,,407,963439,,260,,,,124858,262203,429126,427701,388567,91
06/04/2021,Uttarakhand,1010592,154760,724,859144,151448,,,,407,1010185,,262,,,,124908,290091,443972,446923,412126,95
07/04/2021,Uttarakhand,1103202,136340,612,943113,160089,,,,407,1102795,,264,,,,125034,346048,471856,485930,457072,111
08/04/2021,Uttarakhand,1183048,161827,735,1015354,167694,,,,407,1182641,,266,,,,125098,393660,496422,519086,496142,126
09/04/2021,Uttarakhand,1243903,156622,737,1070092,173811,,,,407,1243496,,271,,,,125419,429295,515200,545031,524925,136
10/04/2021,Uttarakhand,1284053,122500,517,1105047,179006,,,,434,1283619,,272,,,,125540,452743,526586,561620,543289,138
11/04/2021,Uttarakhand,1309345,97550,433,1127677,181668,,,,434,1308911,,272,,,,125545,468019,533933,572510,555026,141
12/04/2021,Uttarakhand,1362476,148660,673,1171473,191003,,,,434,1362042,,273,,,,125660,496352,549282,592678,578641,154
13/04/2021,Uttarakhand,1403514,156100,712,1205463,198051,,,,434,1403080,,273,,,,125827,518112,561345,609525,595778,160
14/04/2021,Uttarakhand,1432533,136320,635,1228701,203832,,,,434,1432099,,273,,,,125879,533255,569388,620897,607641,163
15/04/2021,Uttarakhand,1467119,145370,681,1254070,213049,,,,434,1466685,,273,,,,126150,549231,578508,633240,620661,169
16/04/2021,Uttarakhand,1519229,155260,723,1291512,227717,,,,463,1518766,,274,,,,126432,572501,592386,651678,639659,175
17/04/2021,Uttarakhand,1565895,143800,616,1324893,241002,,,,463,1565432,,275,,,,127036,593273,604389,668476,656235,182
18/04/2021,Uttarakhand,1568659,82150,373,1326852,241807,,,,463,1568196,,275,,,,127030,594527,605100,669402,657268,182
19/04/2021,Uttarakhand,1628596,158625,774,1367015,261581,,,,463,1628133,,276,,,,127572,618654,620593,689432,677396,187
20/04/2021,Uttarakhand,1679001,147504,733,1400819,278182,,,,463,1678538,,276,,,,128056,638747,633819,706600,694026,193
21/04/2021,Uttarakhand,1716299,142350,716,1426757,289542,,,,463,1715836,,276,,,,128337,654852,643371,719428,707129,200
22/04/2021,Uttarakhand,1767643,150255,789,1461317,306326,,,,463,1767180,,276,,,,128813,676508,655801,735671,725432,214
23/04/2021,Uttarakhand,1810870,138370,694,1491294,319576,,,,516,1810354,,276,,,,129379,695227,666492,750046,741027,221
24/04/2021,Uttarakhand,1851547,133860,623,1519001,332546,,,,711,1850836,,276,,,,129910,713144,675748,763711,755065,225
25/04/2021,Uttarakhand,1868785,117200,544,1531495,337290,,,,833,1867952,,276,,,,130141,721194,679959,769950,761318,227
26/04/2021,Uttarakhand,1919534,152120,768,1564510,355024,,,,1219,1918315,,277,,,,131015,740959,692332,785606,778670,234
27/04/2021,Uttarakhand,1953190,130350,681,1587147,366043,,,,1639,1951551,,277,,,,166579,720311,700052,796926,789983,238
28/04/2021,Uttarakhand,1992077,144750,699,1612469,379608,,,,2003,1990074,,279,,,,168089,735564,708608,809722,802504,243
29/04/2021,Uttarakhand,2036059,142120,739,1639998,396061,,,,2444,2033615,,279,,,,169665,752151,718014,823707,816039,252
30/04/2021,Uttarakhand,2079214,129050,680,1665065,414149,,,,3102,2076112,,279,,,,171391,767730,725771,836549,828254,262
01/05/2021,Uttarakhand,2099055,105850,556,1674974,424081,,,,3527,2095528,,280,,,,172569,773684,728548,841834,832878,262
02/05/2021,Uttarakhand,2105869,91550,403,1677900,427969,,,,3951,2101918,,280,,,,172507,775831,729408,843391,834247,262
03/05/2021,Uttarakhand,2117345,123150,601,1683130,434215,,,,5133,2112212,,280,,,,172847,779107,731022,846099,836767,264
04/05/2021,Uttarakhand,2149462,145640,673,1695482,453980,,,,6110,2143352,,280,,,,174458,786313,734557,852698,842519,265
05/05/2021,Uttarakhand,2197687,162850,740,1712874,484813,,,,6747,2190940,,280,,,,176336,796405,739979,861746,850861,267
06/05/2021,Uttarakhand,2256480,174352,818,1734466,522014,,,,7324,2249156,,280,,,,177780,809253,747276,872239,861951,276
07/05/2021,Uttarakhand,2307663,169611,791,1753256,554407,,,,7944,2299719,,282,,,,179253,820395,753451,881802,871175,279
08/05/2021,Uttarakhand,2349729,146202,674,1768741,580988,,,,8487,2341242,,282,,,,180600,829914,758064,889708,878751,282
09/05/2021,Uttarakhand,2373371,109800,481,1777937,595434,,,,8879,2364492,,282,,,,181374,835695,760705,894481,883169,287
10/05/2021,Uttarakhand,2445484,178512,784,1813356,632128,,,,9669,2435815,,282,,,,197679,848163,767290,913963,899095,298
11/05/2021,Uttarakhand,2511832,184370,784,1850845,660987,,,,10417,2501415,,282,,,,220105,858413,772045,935745,914794,306
12/05/2021,Uttarakhand,2546600,141970,634,1880013,666587,,,,11296,2535304,,283,,,,239366,865391,774943,952583,927115,315
13/05/2021,Uttarakhand,2578678,137820,624,1907366,671312,,,,13800,2564878,,284,,,,258595,871118,777318,968309,938736,321
14/05/2021,Uttarakhand,2613490,156830,737,1937336,676154,,,,21675,2591815,,284,,,,281211,876184,779586,984853,952148,335
15/05/2021,Uttarakhand,2645339,162790,734,1964930,680409,,,,30551,2614788,,284,,,,303012,880300,781246,1000126,964446,358
16/05/2021,Uttarakhand,2663086,113681,395,1982530,680556,,,,37474,2625612,,285,,,,318759,881693,781695,1009866,972302,362
17/05/2021,Uttarakhand,2691931,124376,592,2011224,680707,,,,44935,2646996,,285,,,,343118,884858,782846,1025882,984971,371
18/05/2021,Uttarakhand,2715141,106312,595,2034375,680766,,,,50188,2664953,,285,,,,363343,887067,783551,1039011,994975,389
19/05/2021,Uttarakhand,2727448,62604,378,2046650,680798,,,,52181,2675267,,286,,,,373967,888280,783980,1046039,1000217,394
20/05/2021,Uttarakhand,2744103,77956,496,2063198,680905,,,,54272,2689831,,286,,,,389335,889142,784283,1055337,1007458,403
21/05/2021,Uttarakhand,2759084,84044,477,2078139,680945,,,,55506,2703578,0,288,,,,402944,890137,784610,1063725,1014004,410
22/05/2021,Uttarakhand,2772880,107332,566,2091853,681027,,,,56585,2716295,0,288,,,,413433,892504,785461,1071209,1020231,413
23/05/2021,Uttarakhand,2783836,87755,455,2102721,681115,,,,57124,2726712,0,288,,,,420525,895338,786399,1077073,1025231,417
24/05/2021,Uttarakhand,2807770,122163,713,2126366,681404,,,,58138,2749632,0,288,,,,435126,902021,788743,1089711,1036230,425
25/05/2021,Uttarakhand,2829587,121011,708,2147806,681781,,,,59529,2770058,0,288,,,,448200,908131,790987,1101314,1046053,439
26/05/2021,Uttarakhand,2838290,100432,515,2156373,681917,,,,60259,2778031,0,288,,,,452358,911331,792191,1105783,1050150,440
27/05/2021,Uttarakhand,2857400,105316,615,2175239,682161,,,,61450,2795950,0,288,,,,462641,917396,794692,1116177,1058614,448
